objectid,year,state,agency,fire_name,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,decades,shape__area,shape__length
6147,2009,CA,USF,SADDLE,2009-08-02,2009-08-03,9,5,1.0,37.51142,2000-2009,256298.3359,1957.831227
6148,2009,CA,USF,WHALEBACK,2009-08-01,2009-08-09,1,1,1.0,35.62033,2000-2009,250674.9375,3950.027893
6149,2009,CA,CDF,BEAR,2009-09-11,2009-09-12,7,1,1.0,35.12801,2000-2009,221862.3906,2898.435391
6150,2009,CA,CCO,MT ST MARYS,2009-07-08,2009-07-08,2,5,1.0,35.07367,2000-2009,207474.707,2833.724456
6151,2009,CA,USF,UPPER,2009-07-31,2009-08-05,1,8,1.0,34.90662,2000-2009,252229.9336,3409.810329
6152,2009,CA,CDF,WILSON BRANCH 1,2009-10-09,2009-10-14,14,1,1.0,34.7323,2000-2009,251800.4922,2391.055421
6153,2009,CA,CDF,SARGENTS 2,2009-06-13,2009-06-13,11,1,1.0,33.99076,2000-2009,210253.6875,3136.472579
6154,2009,CA,USF,LOCKWOOD,2009-04-08,2009-04-22,9,5,1.0,33.80416,2000-2009,203346.3281,2397.832884
6155,2009,CA,CDF,RIVER,2009-01-14,2009-01-14,5,4,1.0,33.31531,2000-2009,237095.5781,2065.850921
6156,2009,CA,CDF,AUBERY,2009-06-02,2009-06-02,3,1,1.0,31.31994,2000-2009,199071.7734,3117.372982
6157,2009,CA,CCO,OAK,2009-05-13,2009-05-13,11,6,1.0,30.85494,2000-2009,186780.1563,1972.513081
6158,2009,CA,CDF,INTERLAKE,2009-06-04,2009-06-04,11,7,1.0,30.36139,2000-2009,187262.1523,1994.354732
6159,2009,CA,CDF,LODGE,2009-07-30,2009-07-30,14,1,1.0,30.24311,2000-2009,192411.4688,1944.188512
6161,2009,CA,CCO,KECKS,2009-05-17,2009-05-17,14,1,1.0,29.51451,2000-2009,181646.6133,2318.242743
6162,2009,CA,USF,STEEP,2009-05-10,2009-05-10,2,6,1.0,29.46137,2000-2009,176744.0352,2741.063789
6163,2009,CA,CDF,MORGAN,2009-07-13,2009-07-13,7,1,1.0,29.25722,2000-2009,186016.1602,2668.657489
6164,2009,CA,CDF,LITTLE,2009-01-13,2009-01-13,18,4,1.0,28.92981,2000-2009,205933.4375,2069.108455
6165,2009,CA,CDF,FRENCH,2009-10-01,2009-10-02,14,1,1.0,27.42418,2000-2009,190101.5742,2351.487335
6166,2009,CA,CDF,WILD,2009-08-21,2009-08-26,7,8,1.0,26.81784,2000-2009,188235.1641,2858.124566
6167,2009,CA,CDF,KNEELAND,2009-10-08,2009-10-09,1,1,1.0,25.67812,2000-2009,180778.1758,2491.541316
6168,2009,CA,CCO,WOFFORD COMPLEX,2009-08-31,2009-08-31,10,1,1.0,25.52011,2000-2009,156893.1797,3599.390446
6169,2009,CA,CCO,PERRY,2009-07-10,2009-07-10,7,1,1.0,25.41952,2000-2009,156129.5313,1746.751641
6170,2009,CA,USF,HILL,2009-04-20,2009-04-24,9,1,1.0,25.31446,2000-2009,172314.4414,2119.78905
6171,2009,CA,CDF,GIBBON,2009-06-02,2009-06-02,1,8,1.0,25.15846,2000-2009,155630.0117,1986.271556
6172,2009,CA,CDF,VALLEY,2009-01-16,2009-01-16,5,4,1.0,24.98003,2000-2009,177791.6523,2212.266293
6173,2009,CA,CDF,JORDAN,2009-07-15,2009-07-16,5,1,1.0,24.43217,2000-2009,167845.625,1691.605571
6174,2009,CA,CDF,SARGENTS,2009-06-27,2009-06-27,2,6,1.0,23.95738,2000-2009,148446.4414,1867.999448
6175,2009,CA,CDF,CAVE,2009-08-02,2009-08-17,1,7,1.0,23.70788,2000-2009,168578.9688,1944.687892
6176,2009,CA,CDF,CLARK,2009-04-28,2009-04-28,2,1,1.0,23.42205,2000-2009,143767.0313,1769.238886
6177,2009,CA,CDF,BANNING,2009-10-03,2009-10-03,9,1,1.0,22.35841,2000-2009,131629.9102,2285.207111
6178,2009,CA,CDF,LIGHTNING 2,2009-06-02,2009-06-02,1,8,1.0,22.27085,2000-2009,138032.5352,3211.973435
6179,2009,CA,CDF,MAGNOLIA,2009-09-12,2009-09-12,11,1,1.0,21.28702,2000-2009,142991.6719,2642.538903
6180,2009,CA,USF,GROUSE,2009-08-01,2009-08-02,1,8,1.0,19.44056,2000-2009,140126.7266,1601.976393
6181,2009,CA,CDF,1-34,2009-08-02,2009-08-17,1,7,1.0,19.29534,2000-2009,137060.5586,2317.95532
6182,2009,CA,CDF,TRUBLOOD 2,2009-06-02,2009-06-02,1,8,1.0,19.26691,2000-2009,119119.543,1395.484966
6183,2009,CA,CCO,TERREBONNE,2009-06-03,2009-06-04,1,6,1.0,19.08557,2000-2009,113035.3945,1661.216334
6184,2009,CA,USF,SMOKEY,2009-10-10,2009-10-10,2,6,1.0,18.62339,2000-2009,111783.4063,1565.447074
6185,2009,CA,BLM,SNOWSTORM,2009-07-30,2009-08-02,1,1,1.0,17.63159,2000-2009,124148.043,1986.620364
6186,2009,CA,CDF,SAND,2009-07-10,2009-07-10,2,1,1.0,17.27704,2000-2009,108959.5,1451.743643
6187,2009,CA,CCO,BLUE,2009-06-28,2009-06-29,10,8,1.0,17.20211,2000-2009,103884.1836,2292.078682
6188,2009,CA,BLM,WRANGLER,2009-07-17,2009-07-19,14,1,1.0,17.05299,2000-2009,99980.03906,1562.696873
6189,2009,CA,CDF,SPRING,2009-07-20,2009-07-20,14,1,1.0,17.00472,2000-2009,114920.2891,1520.394079
6190,2009,CA,CCO,CASITAS,2009-09-06,2009-09-08,2,5,1.0,16.73745,2000-2009,99705.09375,1343.59129
6191,2009,CA,USF,ORTEGA 3,2009-09-04,2009-09-04,9,5,1.0,16.4927,2000-2009,96442.61328,1673.936413
6192,2009,CA,USF,LOWER,2009-07-28,2009-08-01,1,8,1.0,16.23625,2000-2009,115026.7305,1319.364204
6193,2009,CA,CDF,WEST WISE,2009-05-25,2009-05-25,14,1,1.0,15.64019,2000-2009,104733.0898,1598.192755
6194,2009,CA,CCO,HIGHWAY 178,2009-09-29,2009-09-29,14,6,1.0,15.60018,2000-2009,95890.17969,1755.857255
6195,2009,CA,USF,SWIFT,2009-09-26,2009-09-29,9,8,1.0,15.41852,2000-2009,109587.1719,2040.933367
6196,2009,CA,USF,YELLOWJACKET,2009-11-15,2009-11-18,2,5,1.0,14.71581,2000-2009,88360.83984,1555.437914
6197,2009,CA,CCO,BRECKENRIDGE,2009-04-24,2009-04-24,14,6,1.0,14.43905,2000-2009,88087.42969,1387.873566
6198,2009,CA,CCO,MARSHALL,2009-07-12,2009-07-12,14,1,1.0,14.13487,2000-2009,83724.91797,2524.257077
6199,2009,CA,USF,MURPHYS,2009-09-12,2009-09-18,1,1,1.0,13.76622,2000-2009,89726.71484,1224.072989
6200,2009,CA,USF,SPOOK,2009-07-18,2009-07-20,1,1,1.0,13.53177,2000-2009,85886.95703,1077.609765
6201,2009,CA,CDF,GOODMAN,2009-08-25,2009-08-25,2,1,1.0,12.50913,2000-2009,86583.10156,1284.043682
6202,2009,CA,USF,PARADISE,2009-07-17,2009-07-17,10,6,1.0,11.7796,2000-2009,70485.03516,1117.49202
6203,2009,CA,DOD,ORTEGA 2,2009-07-30,2009-07-31,2,5,1.0,11.61811,2000-2009,67563.90625,994.8631107
6204,2009,CA,CCO,RANCHO,2009-10-05,2009-10-05,14,1,1.0,11.52567,2000-2009,69654.48438,1104.928223
6205,2009,CA,USF,BOULDER2,2009-06-24,2009-06-24,9,6,1.0,11.50176,2000-2009,70677.46094,1548.463339
6206,2009,CA,CCO,FOREST,2009-08-29,2009-08-29,14,1,1.0,10.83142,2000-2009,65618.88672,1363.191285
6207,2009,CA,CDF,HOPEFUL,2009-04-18,2009-04-18,5,1,1.0,10.65124,2000-2009,74632.66797,1346.684174
6208,2009,CA,CDF,MANZANITA,2009-07-05,2009-07-25,14,1,1.0,10.35638,2000-2009,69392.21094,1578.313214
6209,2009,CA,CCO,RIDGE,2009-08-10,2009-08-10,10,6,1.0,10.19505,2000-2009,61523.13672,1318.390795
6210,2009,CA,CDF,PECWAN,2009-08-05,2009-08-06,14,1,1.0,9.846016,2000-2009,70609.21484,1199.82428
6211,2009,CA,CDF,FORESTHILL,2009-08-28,2009-08-28,14,1,1.0,9.688148,2000-2009,64860.52734,1499.843128
6212,2009,CA,CDF,MCCOURTNEY,2009-09-29,2009-09-29,14,1,1.0,9.326889,2000-2009,62510.25781,1297.58155
6213,2009,CA,CDF,PIEDRA,2009-05-14,2009-05-14,11,1,1.0,8.226518,2000-2009,51962.84766,1110.725668
6214,2009,CA,CCO,SAN JUAN,2009-08-13,2009-08-13,9,5,1.0,7.666875,2000-2009,44780.39844,919.142012
6216,2009,CA,CDF,COVE,2009-10-09,2009-10-09,5,1,1.0,6.198253,2000-2009,44970.4375,863.8911138
6217,2009,CA,NPS,LOST GROVE,2009-09-27,2009-09-27,4,1,1.0,6.139169,2000-2009,38674.34766,907.6954705
6218,2009,CA,CCO,EE RANCH,2009-05-09,2009-05-09,2,5,1.0,6.031826,2000-2009,35720.20703,911.7734534
6219,2009,CA,CCO,ROMDELL,2009-08-22,2009-08-22,14,6,1.0,5.428401,2000-2009,32154.81641,839.8913151
6220,2009,CA,CDF,PANTHER,2009-07-17,2009-07-17,14,1,1.0,5.297645,2000-2009,36930.14844,920.588838
6221,2009,CA,CDF,AHPAH,2009-09-28,2009-10-02,14,1,1.0,5.253993,2000-2009,37882.89063,840.0093808
6222,2009,CA,NPS,TALL,2009-10-10,2009-10-12,14,1,1.0,4.994873,2000-2009,35795.49609,670.9657917
6223,2009,CA,CDF,WHITE RIVER,2009-05-30,2009-05-31,1,8,1.0,4.924762,2000-2009,30366.78125,741.5880192
6224,2009,CA,CDF,CLARK,2009-08-02,2009-08-17,1,7,1.0,3.643851,2000-2009,25996.97656,658.4183281
6225,2009,CA,CDF,AGER,2009-07-05,2009-07-05,9,1,1.0,3.354752,2000-2009,24426.33594,708.7741966
6226,2009,CA,CDF,KONDA 4,2009-05-29,2009-05-30,1,8,1.0,3.175611,2000-2009,19623.01953,764.9060658
6227,2009,CA,CDF,ROUND VALLEY 1,2009-06-02,2009-06-02,1,8,1.0,2.940468,2000-2009,18302.09766,877.2872478
6228,2009,CA,CDF,POTHOLES,2009-05-29,2009-05-30,1,8,1.0,2.7963,2000-2009,17298.38672,737.8755292
6229,2009,CA,NPS,GRANITE,2009-07-29,2009-07-30,1,1,1.0,2.075425,2000-2009,13035.41406,487.733562
6230,2009,CA,CDF,BALD,2009-06-02,2009-06-03,1,8,1.0,1.919254,2000-2009,11836.9375,436.8612675
6231,2009,CA,CDF,ROUND VALLEY 2,2009-06-02,2009-06-02,1,8,1.0,1.690241,2000-2009,10519.23438,390.4138376
6232,2009,CA,NPS,MEHRTEN,2009-08-21,2009-08-30,1,1,1.0,1.504139,2000-2009,9456.085938,455.6311151
6233,2009,CA,CCO,PARK,2009-07-14,2009-07-14,8,1,1.0,1.502962,2000-2009,8934.583269,335.0751406
6234,2009,CA,CDF,VENTURE,2009-08-02,2009-08-17,1,7,1.0,1.288342,2000-2009,9162.984375,421.6955399
6235,2009,CA,NPS,GILLETTE,2009-09-30,2009-09-30,2,5,1.0,1.006388,2000-2009,5981.184117,274.1564815
6236,2009,CA,CDF,CHOLAME,2009-07-07,2009-07-07,10,1,1.0,0.8282085,2000-2009,5101.175781,622.944282
6237,2009,CA,CDF,MCCLOUD,2009-08-01,2009-08-17,1,7,1.0,0.7589066,2000-2009,5421.609375,303.9591129
6238,2009,CA,CDF,KONDA 2,2009-05-28,2009-05-29,1,8,1.0,0.7300492,2000-2009,4509.625,623.065762
6239,2009,CA,CDF,LIGHTNING 3,2009-06-02,2009-06-02,1,8,1.0,0.640353,2000-2009,3968.242188,271.9417203
6240,2009,CA,NPS,HAWK,2009-09-18,2009-09-18,4,1,1.0,0.3705287,2000-2009,2405.253906,262.0187606
6241,2009,CA,CDF,TRUBLOOD 1,2009-06-02,2009-06-02,1,8,1.0,0.3445244,2000-2009,2130.238281,206.8966105
6242,2008,CA,USF,GALLERY,2008-06-21,2008-07-27,1,2,1.0,163606.7,2000-2009,1020285142.0,211945.5224
6243,2008,CA,USF,INDIANS,2008-06-08,2008-07-10,4,2,1.0,76459.78,2000-2009,475593125.8,130433.7566
6244,2008,CA,USF,MILL,2008-06-20,2008-10-03,1,7,1.0,65882.04,2000-2009,476319135.0,179116.4242
6245,2008,CA,CDF,BTU LIGHTNING COMPLEX,2008-07-02,2008-07-24,1,2,1.0,53699.33,2000-2009,369245948.1,266984.2314
6246,2008,CA,USF,PANTHER,2008-07-22,2008-10-14,1,7,1.0,44497.18,2000-2009,322160260.4,319159.7114
6247,2008,CA,USF,JAKE,2008-06-21,2008-10-03,1,7,1.0,38416.58,2000-2009,276094535.0,131763.5003
6248,2008,CA,USF,PIUTE,2008-06-28,2008-07-30,9,7,1.0,37346.25,2000-2009,228507925.0,138836.664
6250,2008,CA,CDF,TELEGRAPH,2008-07-25,2008-08-01,9,3,1.0,34083.8,2000-2009,220147697.3,110613.6694
6251,2008,CA,USF,EAGLE,2008-06-21,2008-10-04,1,7,1.0,32023.89,2000-2009,225797691.2,127673.4291
6252,2008,CA,USF,YELLOW,2008-06-21,2008-11-20,1,8,1.0,31932.87,2000-2009,220872595.1,163674.1713
6253,2008,CA,USF,IRON,2008-06-21,2008-08-23,1,7,1.0,30660.02,2000-2009,212550693.3,129432.6295
6254,2008,CA,CCO,FREEWAY,2008-11-15,2008-11-18,10,8,1.0,30305.23,2000-2009,178551868.9,109754.8742
6255,2008,CA,USF,BUCKHORN,2008-06-21,2008-07-31,1,7,1.0,29814.31,2000-2009,210987969.1,180644.1625
6257,2008,CA,USF,CEDAR,2008-06-21,2008-07-31,1,7,1.0,25391.73,2000-2009,179224436.7,82492.20314
6258,2008,CA,USF,LIME,2008-06-20,2008-08-13,1,7,1.0,24884.74,2000-2009,174330759.9,203983.177
6259,2008,CA,USF,MINERS,2008-06-21,2008-10-31,1,8,1.0,24876.34,2000-2009,174999340.8,94874.25363
6260,2008,CA,CDF,HUMBOLDT,2008-06-11,2008-06-16,7,2,1.0,23344.33,2000-2009,159799626.5,98359.29311
6261,2008,CA,USF,BLUE 2,2008-06-21,2008-10-03,1,7,1.0,17552.39,2000-2009,126879091.2,92843.05179
6262,2008,CA,USF,CHALK,2008-09-27,2008-10-30,9,2,1.0,16265.77,2000-2009,100818461.4,68988.27068
6263,2008,CA,USF,CLOVER,2008-05-31,2008-06-07,1,7,2.0,15788.59,2000-2009,98082033.21,69635.17546
6264,2008,CA,USF,HELL'S HALF,2008-06-20,2008-08-25,1,1,1.0,15130.15,2000-2009,106835152.9,66516.4916
6265,2008,CA,USF,CUB,2008-06-21,2008-07-21,1,8,1.0,14728.5,2000-2009,102252791.4,60176.90661
6267,2008,CA,USF,VINEGAR,2008-06-22,2008-06-25,1,8,1.0,14544.0,2000-2009,100639614.0,125110.5347
6268,2008,CA,USF,HAYPRESS,2008-06-21,2008-10-03,1,7,1.0,13664.68,2000-2009,98571551.78,76506.79776
6269,2008,CA,CDF,MILL,2008-06-21,2008-06-29,1,8,1.0,13511.76,2000-2009,93732420.76,50580.43195
6270,2008,CA,USF,CARIBOU,2008-06-21,2008-12-16,1,3,1.0,13126.68,2000-2009,93518092.55,83026.5672
6271,2008,CA,USF,SCOTCH,2008-06-21,2008-08-31,1,7,1.0,13008.35,2000-2009,89164536.73,71495.64649
6272,2008,CA,USF,NOBLE,2008-06-21,2008-07-08,1,7,1.0,12984.7,2000-2009,90506262.5,101512.192
6274,2008,CA,USF,IRONSIDE,2008-06-20,2008-07-31,1,7,1.0,12834.12,2000-2009,90782958.48,58807.97585
6275,2008,CA,CDF,CORRAL,2008-06-23,2008-07-21,1,2,,12434.29,2000-2009,88064571.58,58971.4795
6276,2008,CA,USF,SOUTH-FREY,2008-06-21,2008-08-31,1,7,1.0,12401.95,2000-2009,84821959.01,67799.96998
6277,2008,CA,NPS,TEHIPITE,2008-07-19,2008-12-01,1,3,2.0,11648.09,2000-2009,73930553.5,127571.5144
6278,2008,CA,USF,SAYRE,2008-11-14,2008-12-05,14,7,1.0,11260.19,2000-2009,66998806.34,58176.4479
6279,2008,CA,CDF,WALKER,2008-06-22,2008-07-05,10,7,1.0,11173.0,2000-2009,75108222.66,81447.10129
6280,2008,CA,USF,WESTVILLE,2008-06-21,2008-08-01,1,3,1.0,11090.15,2000-2009,74830395.07,61483.68522
6281,2008,CA,USF,DARK,2008-06-21,2008-07-23,1,7,1.0,10389.64,2000-2009,75366295.78,57963.7036
6282,2008,CA,USF,GAP,2008-07-01,2008-07-17,9,2,1.0,9544.732,2000-2009,56989447.25,63581.31013
6283,2008,CA,USF,GOVERNMENT,2008-06-21,2008-08-01,1,3,1.0,9219.731,2000-2009,62246944.52,56921.69899
6284,2008,CA,USF,MERRILL,2008-06-21,2008-10-03,1,7,1.0,8339.333,2000-2009,60044243.29,48245.17245
6285,2008,CA,CDF,PETERSON,2008-06-21,2008-07-01,1,8,1.0,8021.854,2000-2009,56906601.99,53544.39301
6286,2008,CA,USF,WHISKEY,2008-06-12,2008-10-27,9,8,1.0,7783.408,2000-2009,53513506.44,51703.30934
6287,2008,CA,CDF,RED MOUNTAIN LIGHTNING,2008-06-21,2008-08-01,1,1,1.0,7513.306,2000-2009,51711370.86,49151.62905
6288,2008,CA,CDF,SUGARLOAF,2008-06-21,2008-07-09,1,1,1.0,6927.816,2000-2009,46483434.15,36379.81184
6289,2008,CA,USF,TELEPHONE,2008-06-20,2008-08-13,1,7,1.0,6910.942,2000-2009,48307359.87,51565.71065
6290,2008,CA,USF,GROUSE,2008-06-21,2008-07-05,1,8,1.0,6323.498,2000-2009,43820903.98,64335.01021
6291,2008,CA,USF,RICH,2008-07-29,2008-09-02,6,7,1.0,6110.651,2000-2009,42239268.55,55886.35131
6292,2008,CA,NPS,JACK ,2008-08-17,2008-08-31,1,7,1.0,6067.5,2000-2009,44232203.0,94015.96946
6293,2008,CA,USF,COLD,2008-06-21,2008-08-31,1,7,1.0,5599.298,2000-2009,38475270.16,44308.12617
6294,2008,CA,CDF,HARDY CREEK LIGHTNING,2008-06-21,2008-07-11,1,1,1.0,5354.216,2000-2009,36675332.82,59140.74624
6295,2008,CA,USF,THREE,2008-06-20,2008-07-23,1,7,1.0,4922.912,2000-2009,35655092.32,34277.8398
6296,2008,CA,USF,ONION,2008-06-21,2008-07-22,1,8,1.0,4904.737,2000-2009,34069661.59,51948.90601
6297,2008,CA,CDF,CLIFF RIDGE,2008-06-22,2008-07-12,1,1,1.0,4657.563,2000-2009,31297085.33,30855.80175
6298,2008,CA,USF,MAREK,2008-10-12,2008-10-20,14,7,1.0,4573.801,2000-2009,27195230.68,39228.67908
6299,2008,CA,CDF,COWSHED  LIGHTNING,2008-06-21,2008-07-15,1,1,1.0,4465.681,2000-2009,29991185.62,31731.22374
6300,2008,CA,CDF,SUMMIT,2008-05-21,2008-05-27,5,2,1.0,4174.505,2000-2009,26577360.33,39596.496
6301,2008,CA,USF,FRIEND-DARNELL,2008-07-08,2008-07-21,1,5,1.0,4111.993,2000-2009,28090986.89,27054.12102
6302,2008,CA,CDF,WILD,2008-06-21,2008-06-27,14,7,1.0,4101.977,2000-2009,26998134.66,28521.86058
6303,2008,CA,CDF,BROWN,2008-06-22,2008-06-25,1,2,1.0,3786.915,2000-2009,23877741.95,26470.4138
6304,2008,CA,USF,CAREY,2008-06-21,2008-07-31,1,7,1.0,3714.323,2000-2009,26473218.52,62450.7511
6305,2008,CA,USF,TROUGH #1,2008-06-21,2008-08-13,1,7,1.0,3688.718,2000-2009,25605835.7,29147.49332
6306,2008,CA,NPS,HIDDEN,2008-09-10,2008-10-08,1,7,1.0,3685.978,2000-2009,23190724.3,21485.54805
6307,2008,CA,CDF,ANTELOPE,2008-06-21,2008-06-29,1,2,1.0,3416.724,2000-2009,23763609.92,27991.07929
6308,2008,CA,CDF,ORR SERIES,2008-07-04,2008-07-12,1,1,1.0,3416.339,2000-2009,23065934.64,30383.11056
6309,2008,CA,USF,MILL,2008-06-21,2008-07-26,1,8,1.0,3041.954,2000-2009,20688261.87,30060.72543
6310,2008,CA,USF,NORTH MTN,2008-06-21,2008-07-19,1,7,1.0,2964.05,2000-2009,19295668.0,25850.07711
6311,2008,CA,USF,GULCH,2008-09-07,2008-09-11,2,7,1.0,2878.068,2000-2009,20093191.66,25043.1331
6312,2008,CA,USF,OLIVER,2008-06-21,2008-07-14,1,1,1.0,2806.085,2000-2009,18073019.9,23562.35139
6313,2008,CA,CDF,41,2008-06-10,2008-06-11,10,6,1.0,2592.281,2000-2009,16473660.93,20132.01642
6314,2008,CA,USF,FALL,2008-06-21,2008-07-15,1,7,1.0,2416.797,2000-2009,16389133.73,28832.00315
6315,2008,CA,CDF,BUTCH,2008-07-04,2008-07-04,1,1,1.0,2367.237,2000-2009,16207658.29,22237.76983
6316,2008,CA,USF,ZIEGLER,2008-06-21,2008-07-31,1,7,1.0,2349.47,2000-2009,16642588.52,20717.64014
6317,2008,CA,CDF,BIG,2008-06-21,2008-07-05,1,8,1.0,2192.96,2000-2009,14889168.79,24624.30797
6318,2008,CA,CDF,INDIAN,2008-06-26,2008-07-12,1,1,1.0,2095.894,2000-2009,14214430.88,19277.76184
6319,2008,CA,CDF,MIDDLE,2008-06-23,2008-07-15,1,1,1.0,2067.143,2000-2009,14174198.24,28208.98191
6321,2008,CA,CDF,CRAIG,2008-08-04,2008-08-07,5,2,1.0,2019.065,2000-2009,13773316.87,27350.99254
6322,2008,CA,CCO,TEA,2008-11-13,2008-11-18,4,2,1.0,1946.342,2000-2009,11612480.66,21231.06506
6324,2008,CA,USF,MONKEY ROCK,2008-06-21,2008-07-14,1,8,1.0,1885.691,2000-2009,12848861.54,17627.02862
6325,2008,CA,USF,FOX,2008-06-22,2008-08-31,1,7,1.0,1869.612,2000-2009,12819275.0,20789.39484
6326,2008,CA,CDF,NAVARRO,2008-06-21,2008-06-26,1,1,1.0,1852.74,2000-2009,12503612.46,18550.07507
6327,2008,CA,USF,ANTHONY MILNE,2008-06-19,2008-12-16,1,3,1.0,1777.426,2000-2009,12835656.85,34593.39409
6328,2008,CA,USF,SLIDES,2008-06-21,2008-06-27,1,8,1.0,1640.779,2000-2009,11349606.33,19939.7994
6329,2008,CA,CDF,HWY 140,2008-06-21,2008-06-23,1,1,1.0,1566.289,2000-2009,10044520.0,36922.02075
6330,2008,CA,USF,BACK,2008-06-21,2008-06-29,1,8,1.0,1566.22,2000-2009,10619811.84,15487.28131
6331,2008,CA,CDF,JACK SMITH,2008-07-04,2008-07-12,1,1,1.0,1537.734,2000-2009,10395041.42,18327.3843
6332,2008,CA,CDF,COLYEAR,2008-05-06,2008-05-10,18,2,1.0,1400.641,2000-2009,9690293.801,22075.87883
6333,2008,CA,USF,LITTLE,2008-06-22,2008-08-31,1,7,1.0,1398.579,2000-2009,9590701.82,19513.83354
6334,2008,CA,USF,HONEY BEE,2008-05-06,2008-05-26,1,1,2.0,1390.236,2000-2009,8648991.465,21896.00079
6335,2008,CA,USF,BONANZA,2008-06-21,2008-07-05,1,1,1.0,1370.59,2000-2009,9523942.621,13912.31346
6336,2008,CA,CDF,TWENTY,2008-06-21,2008-06-25,1,1,1.0,1355.439,2000-2009,9141385.934,15809.28545
6337,2008,CA,CDF,LOW GAP,2008-07-04,2008-07-15,1,1,1.0,1347.432,2000-2009,9080999.426,17083.06174
6338,2008,CA,CDF,LAGRANGE,2008-06-10,2008-06-12,7,1,1.0,1334.334,2000-2009,8638259.656,20046.79728
6341,2008,CA,CDF,LOST PIPE,2008-07-04,2008-07-10,1,1,1.0,1187.171,2000-2009,8145343.512,19726.688
6342,2008,CA,USF,SLIDE,2008-06-21,2008-07-08,1,7,1.0,1182.067,2000-2009,8321071.633,13115.06397
6344,2008,CA,CDF,TRAVIS 1,2008-07-05,2008-07-05,1,1,1.0,1171.231,2000-2009,8091138.758,12564.43543
6345,2008,CA,USF,SCOTCHMAN,2008-06-21,2008-07-03,1,7,1.0,1165.431,2000-2009,7897694.75,14297.84113
6347,2008,CA,CDF,GLADDING,2008-09-01,2008-09-05,7,1,1.0,1089.862,2000-2009,7297112.016,26024.07537
6348,2008,CA,CDF,PARADISE,2008-06-21,2008-08-01,1,2,1.0,1071.65,2000-2009,7424440.5,13527.73586
6350,2008,CA,USF,THOMES,2008-06-22,2008-06-30,1,8,1.0,980.283,2000-2009,6775032.453,12289.14157
6351,2008,CA,CDF,OPHIR,2008-06-10,2008-06-12,2,1,1.0,958.4999,2000-2009,6512311.906,23177.87726
6352,2008,CA,USF,TRAVIS,2008-06-21,2008-06-26,1,7,1.0,957.5425,2000-2009,6634676.359,14598.0123
6353,2008,CA,USF,HARVEY,2008-06-22,2008-07-01,1,8,1.0,948.7195,2000-2009,6567770.633,24780.46656
6355,2008,CA,USF,DOME ROCK,2008-09-28,2008-10-01,1,7,2.0,917.9686,2000-2009,6049314.508,14737.26896
6356,2008,CA,CDF,JAMESON,2008-07-04,2008-07-12,1,1,1.0,879.7822,2000-2009,6020141.543,13748.49145
6357,2008,CA,CDF,PINE,2008-06-10,2008-06-11,14,7,1.0,815.3442,2000-2009,5445673.434,13953.74495
6358,2008,CA,CDF,COTTONWOOD,2008-07-10,2008-07-11,10,6,1.0,796.5697,2000-2009,5076064.645,11907.72672
6360,2008,CA,CDF,HUMMINGBIRD,2008-06-21,2008-06-24,1,1,1.0,786.4311,2000-2009,5006937.566,14080.44376
6361,2008,CA,USF,APACHE,2008-04-29,2008-05-07,3,7,1.0,770.0419,2000-2009,4516115.324,13403.12514
6362,2008,CA,CDF,BLUFF,2008-03-16,2008-03-20,4,1,1.0,766.731,2000-2009,4926543.602,13489.46579
6363,2008,CA,CDF,ROMERO,2008-07-21,2008-07-22,10,6,1.0,766.0438,2000-2009,4879697.328,11693.7092
6364,2008,CA,CDF,JACKS,2008-06-20,2008-07-12,1,1,1.0,729.3351,2000-2009,4885540.34,11559.92615
6365,2008,CA,CDF,TRABING,2008-06-20,2008-06-22,10,1,1.0,594.2645,2000-2009,3771621.75,9660.221754
6366,2008,CA,CDF,ELK,2008-08-14,2008-08-14,7,1,1.0,588.9744,2000-2009,3652471.734,9107.2348
6367,2008,CA,USF,PEAVINE,2008-06-21,2008-07-06,1,7,1.0,580.6381,2000-2009,3903459.563,9627.478354
6368,2008,CA,CDF,HORSE,2008-06-28,2008-07-04,1,1,1.0,576.2856,2000-2009,3888214.066,10825.35717
6369,2008,CA,FWS,RIVER,2008-06-24,2008-06-25,9,8,,573.1215,2000-2009,3700125.992,11675.6248
6370,2008,CA,USF,SILVER KNOB,2008-06-21,2008-06-26,1,1,1.0,569.8251,2000-2009,3663294.613,8334.109327
6372,2008,CA,USF,SANTA ANITA,2008-04-26,2008-05-23,14,7,1.0,556.6846,2000-2009,3299821.77,11671.29479
6373,2008,CA,USF,GRANITE,2008-06-21,2008-09-14,1,7,1.0,551.903,2000-2009,3914260.941,14371.46731
6374,2008,CA,CCO,GRAPEVINE-08,2008-06-06,2008-06-07,1,8,1.0,527.1841,2000-2009,3178910.617,10033.91838
6375,2008,CA,USF,BIGHORN,2008-05-13,2008-05-18,14,7,1.0,500.3037,2000-2009,2970735.914,13679.11311
6376,2008,CA,CDF,MARTIN,2008-06-11,2008-06-16,4,1,1.0,482.7904,2000-2009,3072763.086,10555.71284
6377,2008,CA,CDF,SHAMROCK EAST,2008-06-21,2008-07-12,1,1,1.0,481.0017,2000-2009,3288073.148,8957.468674
6378,2008,CA,CDF,RODEO,2008-08-14,2008-08-14,7,1,1.0,463.0821,2000-2009,2871787.723,8102.743973
